Assignment Rule User,Правило призначення користувача,
Assignment Rules,Правила призначення,
Assignment Update on {0},Оновлення призначення {0},
Assignment closed by {0},Призначення закритий {0},
Assignment for {0} {1},Завдання на {0} {1},
Assignments,Призначення,
Assistance Level,Рівень допомоги,
Associate,Асоційований,
At Row #{0}: The picked quantity {1} for the item {2} is greater than available stock {3} for the batch {4} in the warehouse {5}. Please restock the item.,"У рядку №{0}: Відібрана кількість {1} для товару {2} перевищує наявний запас {3} для партії {4} на складі {5}. Будь ласка, поповніть запас товару.",
At Row #{0}: The picked quantity {1} for the item {2} is greater than available stock {3} in the warehouse {4}.,У рядку №{0}: Відібрана кількість {1} для товару {2} перевищує наявний запас {3} на складі {4}.,
At Row {0}: In Serial and Batch Bundle {1} must have docstatus as 1 and not 0,"У рядку {0}: У серійному номері та пакетному пакеті {1} має мати статус документа 1, а не 0",
At least one account with exchange gain or loss is required,Потрібен принаймні один рахунок з прибутком або збитком від курсової різниці,
At least one asset has to be selected.,Потрібно вибрати принаймні один ресурс.,
At least one invoice has to be selected.,Потрібно вибрати принаймні один рахунок-фактуру.,
At least one item should be entered with negative quantity in return document,У документі повернення має бути введено хоча б один товар з від’ємною кількістю,
At least one mode of payment is required for POS invoice.,Для рахунку-фактури POS потрібен принаймні один спосіб оплати.,
At least one of the Applicable Modules should be selected,Слід обрати принаймні один із відповідних модулів,
At least one of the Selling or Buying must be selected,Потрібно вибрати принаймні один з варіантів: продаж або купівля,
At least one raw material item must be present in the stock entry for the type {0},Принаймні один елемент сировини має бути присутнім у складському записі для типу {0},
At least one row is required for a financial report template,Для шаблону фінансового звіту потрібен принаймні один рядок,
At least one warehouse is mandatory,Обов’язкова наявність хоча б одного складу,
"At row #{0}: the Difference Account must not be a Stock type account, please change the Account Type for the account {1} or select a different account","У рядку №{0}: Різничний рахунок не повинен бути рахунком типу ""Акції"", будь ласка, змініть тип рахунку для рахунку {1} або виберіть інший рахунок.",
At row #{0}: the sequence id {1} cannot be less than previous row sequence id {2},У рядку №{0}: ідентифікатор послідовності {1} не може бути меншим за ідентифікатор послідовності попереднього рядка {2},
"At row #{0}: you have selected the Difference Account {1}, which is a Cost of Goods Sold type account. Please select a different account","У рядку №{0}: ви вибрали рахунок різниці {1}, який є рахунком типу ""Собівартість проданих товарів"". Будь ласка, виберіть інший рахунок.",
At row {0}: Batch No is mandatory for Item {1},У рядку {0}: Номер партії є обов’язковим для елемента {1},
At row {0}: Parent Row No cannot be set for item {1},У рядку {0}: Номер батьківського рядка не можна встановити для елемента {1},
At row {0}: Qty is mandatory for the batch {1},У рядку {0}: Кількість обов’язкова для партії {1},
At row {0}: Serial No is mandatory for Item {1},У рядку {0}: Серійний номер обов’язковий для елемента {1},
At row {0}: Serial and Batch Bundle {1} has already created. Please remove the values from the serial no or batch no fields.,"У рядку {0}: Серійний номер та пакет партії {1} вже створено. Будь ласка, видаліть значення з полів серійного номера або номера партії.",
At row {0}: set Parent Row No for item {1},У рядку {0}: встановити номер батьківського рядка для елемента {1},
Atleast one asset has to be selected.,Принаймні один актив повинен бути обраний.,
Atleast one field of Parent Document Type is mandatory,Принаймні одне поле типу батьківського документа обов&#39;язкове,
Atleast one invoice has to be selected.,Потрібно вибрати не менше однієї накладної.,
Atleast one item should be entered with negative quantity in return document,Принаймні один елемент повинен бути введений з негативним кількістю у зворотному документа,
Atleast one of the Selling or Buying must be selected,Принаймні один з продажу або покупки повинен бути обраний,
Atleast one raw material for Finished Good Item {0} should be customer provided.,Принаймні одна сировина для готової продукції {0} має бути надана клієнтом.,
Atleast one warehouse is mandatory,Принаймні одне склад є обов&#39;язковим,
Atmosphere,Атмосфера,
Attach,Додати файл,
"Attach .csv file with two columns, one for the old name and one for the new name","Долучіть файл .csv з двома колонками, одна для старої назви і одна для нової назви",
Attach CSV File,Додати CSV-файл,
Attach Document Print,Додати документ до листа,
Attach File,Долучити файл,
Attach Image,Долучити зображення,
Attach Logo,Долучити логотип,
Attach Medical Record,Додайте медичну карту,
Attach Print,Долучити роздрук,
Attach Your Picture,Долучіть свою фотографію,
"Attach a comma separated .csv file with two columns, one for the old name and one for the new name.","Додайте файл .csv, розділений комами, з двома стовпцями: один для старого імені, а інший для нового.",
Attach a web link,Приєднайте веб-посилання,
Attach custom Chart of Accounts file,Додати файл власного плану рахунків,
Attach file,Прикріпити файл,
Attach file for Import,Додайте файл для імпорту,
Attach files / urls and add in table.,Прикріпіть файли / URL-адреси та додайте до таблиці.,
Attached File,Вкладений файл,
Attached To DocType,Долучено до ДокТипу,
Attached To Field,Приєднаний до поля,
Attached To Name,Долучено до імені,
Attachment,Долучення,
Attachment Limit (MB),Ліміт вкладень (МБ),
Attachment Link,Посилання на вкладення,
Attachment Removed,Долучення видалено,
Attachments,Вкладення,
Attempting Connection to QZ Tray...,Спроба підключення до лотка QZ ...,
Attempting to launch QZ Tray...,Спроба запустити лоток QZ ...,
Attendance & Leaves,Відвідуваність та відпустки,
Attendance Based On,Відвідуваність на основі,
Attendance Device ID (Biometric/RF tag ID),Ідентифікатор пристрою обліку відвідуваності (біометричний/RF-ідентифікатор мітки),
Attendance Freeze Date,Учасники Заморожування Дата,
Attendance and Leave Details,Інформація про відвідування та залишення,
Attendance can not be marked for future dates,Відвідуваність не можна вносити для майбутніх дат,
Attendance cannot be marked for future dates.,Присутність не може бути позначена на майбутні дати.,
Attendance cannot be marked outside of Academic Year {0},Відсутність не може бути позначена поза навчальним роком {0},
Attendance date can not be less than employee's joining date,"Дата Відвідуваність не може бути менше, ніж приєднання дати працівника",
Attendance for employee {0} is already marked,Відвідуваність працівника {0} вже внесена,
Attendance has been marked successfully.,Глядачі були успішно відзначені.,
Attendance not submitted for {0} as {1} on leave.,"Учасники, які не подали за {0} як {1} на відпустку.",
Attended by Parents,Участь батьків,
Attribute,Атрибут,
Attribute Name,Назва атрибута,
Attribute Value,Значення атрибута,
Attribute table is mandatory,Таблиця атрибутів обов’язкова,
Attribute value: {0} must appear only once,Значення атрибута: {0} має з’являтися лише один раз,
Attribute {0} selected multiple times in Attributes Table,Атрибут {0} вибрано кілька разів у таблиці атрибутів,
Attributes,Атрибути,
Auditor,Аудитор,
Audits,Аудит,
Aug,Сер,
August,Серпень,
Auth Token,Токен автентифікації,
Authenticating...,Аутентифікація ...,
Authentication,Автентифікація,
Authentication Apps you can use are: ,"Програми автентифікації, які ви можете використовувати, є:",
Authentication Credentials,Перевірка автентичності,
Authentication Failed,Помилка автентифікації,
Authentication failed while receiving emails from Email Account: {0}.,Помилка автентифікації під час отримання електронних листів з облікового запису електронної пошти: {0}.,
Author,автор,
Authorised By,Авторизовано,
Authorization Code,код авторизації,
Authorization Control,Контроль авторизації,
Authorization Endpoint,Кінцева точка авторизації,
Authorization Rule,Правило авторизації,
Authorization Settings,Параметри авторизації,
Authorization URL,URL-адреса авторизації,
Authorize API Indexing  Access,Авторизуйте доступ до індексування API,
Authorize Google Calendar Access,Авторизуйте доступ до Google Календар,
Authorize Google Contacts Access,Авторизуйте доступ до контактів Google,
Authorize Google Drive Access,Авторизуйте доступ до Диска Google,
Authorize URL,Дозволити URL-адресу,
Authorized,уповноважений,
Authorized Signatory,Уповноважений підписант,
Authorized Value,Авторизоване значення,
Auto,автоматичний,
Auto Create Assets on Purchase,Автоматичне створення ресурсів під час покупки,
Auto Create Exchange Rate Revaluation,Автоматичне створення переоцінки обмінного курсу,
Auto Create Purchase Receipt,Автоматичне створення чека про покупку,
Auto Create Serial and Batch Bundle For Outward,Автоматичне створення серійного та пакетного пакетів для зовнішнього відправлення,
Auto Create Subcontracting Order,Автоматичне створення замовлення на субпідряд,
Auto Created,Автоматично створено,
Auto Created (Reorder),Автоматично створено (змінити порядок),
Auto Created Serial and Batch Bundle,Автоматично створений серійний номер та пакетний пакет,
Auto Creation of Contact,Автоматичне створення контакту,
Auto Email Report,Автоматичний email-звіт,
Auto Fetch,Автоматичне отримання,
Auto Fetch Serial Numbers,Автоматичне отримання серійних номерів,
Auto Insert Item Price If Missing,"Автоматичне введення ціни товару, якщо вона відсутня",
Auto Insert Price List Rate If Missing,"Автоматично вставляти прайс-лист, якщо його немає",
Auto Material Request,Запит на автоматичні матеріали,
Auto Material Requests Generated,Автоматично згенеровані запити на матеріали,
Auto Name,Авто Ім&#39;я,
Auto Opt In (For all customers),Автоматична згода (для всіх клієнтів),
Auto Reconcile,Автоматичне узгодження,
Auto Reconcile Payments,Автоматичне узгодження платежів,
Auto Reconciliation,Автоматичне узгодження,
Auto Reconciliation Job Trigger,Тригер завдання автоматичного узгодження,
Auto Reconciliation has started in the background,Автоматичне звірення розпочалося у фоновому режимі,
Auto Reconciliation of Payments has been disabled. Enable it through {0},Автоматичне звірення платежів вимкнено. Увімкніть його через {0},
Auto Repeat,Автоповторення,
Auto Repeat Detail,Деталі автоматичного повторення,
Auto Repeat Document Creation Failed,Помилка автоматичного повторення документа,
Auto Repeat Document Creation Failure,Автоматичне повторення відмови створення документа,
Auto Repeat Section,Автоматична повторна секція,
Auto Repeat created for this document,"Автоматичне повторення, створене для цього документа",
Auto Repeat failed for {0},Помилка автоматичного повтору для {0},
Auto Reply,Автовідповідь,
Auto Reply Message,Автоматична відповідь повідомлення,
Auto Reserve Serial and Batch Nos,Автоматичне резервування серійних номерів та номерів партій,
Auto Reserve Stock,Автоматичний резервний запас,
Auto Reserve Stock for Sales Order on Purchase,Автоматичне резервування запасів для замовлення на продаж під час покупки,
Auto Tax Settings Error,Помилка налаштувань автоматичного податку,
Auto assignment failed: {0},Помилка автоматичного призначення: {0},
Auto close Issue after 7 days,Авто близько Issue через 7 днів,
Auto close Opportunity Replied after the no. of days mentioned above,Можливість автоматичного закриття. Відповідь надана після зазначеної вище кількості днів.,
Auto close Opportunity after the no. of days mentioned above,"Автоматичне закриття Можливість після № днів, згаданих вище",
Auto match and set the Party in Bank Transactions,Автоматичне зіставлення та встановлення сторони в банківських транзакціях,
Auto re-order,Автоматичне повторне замовлення,
Auto repeat document updated,Документ з автоматичним повторенням оновлено,
Auto write off precision loss while consolidation,Автоматичне списання втрати точності під час консолідації,
Automate Appointment Invoicing,Автоматизувати виставлення рахунків,
Automatic,Автоматично,
Automatic Linking can be activated only for one Email Account.,Автоматичне посилання може бути активоване лише для одного облікового запису електронної пошти.,
Automatic Linking can be activated only if Incoming is enabled.,"Автоматичне посилання може бути активоване лише в тому випадку, якщо вхід ввімкнено.",
Automatic Reconciliation,Автоматичне примирення,
Automatically Add Filtered Item To Cart,Автоматично додавати відфільтрований товар до кошика,
Automatically Add Taxes and Charges from Item Tax Template,Автоматичне додавання податків та зборів із шаблону податку на товар,
Automatically Add Taxes from Taxes and Charges Template,Автоматичне додавання податків із шаблону податків та зборів,
Automatically Assign Documents to Users,Автоматично призначати документи користувачам,
Automatically Create New Batch,Автоматично створювати новий пакет,
Automatically Fetch Payment Terms,Автоматично отримати умови оплати,
Automatically Fetch Payment Terms from Order,Автоматично отримувати умови оплати із замовлення,
Automatically Process Deferred Accounting Entry,Автоматична обробка відкладеного бухгалтерського запису,
Automatically Set Serial Nos Based on FIFO,Автоматично встановлювати серійні номери на основі FIFO,
Automatically Set Serial Nos based on FIFO,Автоматично встановити серійні номери на основі FIFO,
Automatically generates recurring documents.,Автоматично створює повторювані документи.,
Automatically post balancing accounting entry,Автоматично проводити балансування бухгалтерського запису,
Automation,Автоматизація,
Automotive,Автомобільна промисловість,
Availability,Наявність,
Availability Of Slots,Наявність слотів,
Availability Timeslot,Часовий простір доступності,
Availability and Skills,Наявність та навички,
Available,Доступно,
Available / Future Inventory,Доступні / майбутні запаси,
Available Balance,Доступний залишок,
Available Batch Qty at From Warehouse,Доступна кількість партії зі складу,
Available Batch Qty at Warehouse,Доступна кількість партії на складі,
Available Batch Report,Доступний пакетний звіт,
Available For Use Date,Дата доступності для використання,
Available Qty,Доступна кількість,
Available Qty For Consumption,Доступна кількість для споживання,
Available Qty at Company,Доступна кількість у компанії,
Available Qty at From Warehouse,Доступна к-сть на вихідному складі,
Available Qty at Source Warehouse,Доступна кількість на складі джерела,
Available Qty at Target Warehouse,Доступна кількість на складі Target,
Available Qty at WIP Warehouse,Доступна кількість на складі незавершеного виробництва,
Available Qty at Warehouse,Доступна кількість на складі,
Available Qty to Reserve,Доступна кількість для бронювання,
Available Quantity,Доступна кількість,
Available Selling,Доступні продажі,
Available Serial No,Доступний серійний номер,
Available Stock,Доступний запас,
Available Stock for Packing Items,Доступний запас для пакування товарів,
Available for Use Date,Дата доступності для використання,
Available for use date is required,"Потрібно вказати дату, коли можна буде використовувати",
"Available quantity is {0}, you need {1}","Доступна кількість: {0}, вам потрібно: {1}",
Available slots,Доступні слоти,
Available {0},Доступно {0},
Available-for-use Date,Доступна для використання дата,
Available-for-use Date should be after purchase date,Дата доступності для використання має бути після дати покупки,
Availed ITC Central Tax,Наявний центральний податок ITC,
Availed ITC Cess,Доступний ITC Cess,
Availed ITC Integrated Tax,Інтегрований податок ITC,
Availed ITC State/UT Tax,Наявний податок ITC штат / UT,
Avatar,Аватар,
Average,Середній,
Average Age,Середній вік,
Average Commission Rate,Середня ставка комісії,
Average Completion,Середнє завершення,
Average Discount,Середня знижка,
Average Order Value,Середня вартість замовлення,
Average Order Values,Середня вартість замовлень,
Average Rate,Середня ставка,
Average Response Time,Середній час відгуку,
Average Score,Середній бал,
Average of {0},В середньому {0},
Average time taken by the supplier to deliver,"Середній час, який постачальник витрачає на доставку",
Avg Daily Outgoing,Середній щоденний обсяг вихідних повідомлень,
Avg Rate,Середня ставка,
Avg Rate (Balance Stock),Середня ставка (залишковий запас),
Avg. Buying Price List Rate,Середній курс закупівлі за прайс-листом,
Avg. Selling Price List Rate,Середня ціна продажу за прайс-листом,
Avg. Selling Rate,Середній коефіцієнт продажу,
Avoid Confirmation,Уникати підтвердження,
Avoid dates and years that are associated with you.,"Уникайте дат і років, які пов&#39;язані з вами.",
Avoid recent years.,Уникайте в останні роки.,
Avoid sequences like abc or 6543 as they are easy to guess,"Уникайте послідовностей на кшталт абвгд або 6543, оскільки їх легко вгадати",
Avoid years that are associated with you.,"Уникайте років, які пов&#39;язані з вами.",
Awaiting Password,Очікує пароль,
Awaiting password,Очікується пароль,
Away,Далеко,
B Negative,B Негативний,
B Positive,B Позитивний,
B+,В+,
B-,Б-,
B2C Limit,Ліміт B2C,
BFS,БФС,
BIN Qty,Кількість у контейнері,
BMI,ІМТ,
BMI: ,ІМТ:,
BOM,ДОБРЕ,
BOM 1,ДОБРЕ 1,
BOM 1 {0} and BOM 2 {1} should not be same,Специфікація 1 {0} та Специфікація 2 {1} не повинні збігатися,
BOM 2,ДОБРЕ 2,
BOM Browser,Переглядач норм витрат,
BOM Comparison Tool,Інструмент порівняння специфікацій (BOM),
BOM Created,Специфікацію створено,
BOM Creator,Конструктор специфікацій,
BOM Creator Item,Елемент створення специфікації товарів,
BOM Detail No,Гарна деталізація Ні,
BOM Explosion Item,Елемент розкриття специфікації,
BOM ID,ГАРНИЙ ідентифікатор,
BOM Info,ДОБРА інформація,
BOM Item,ХОРОШИЙ товар,
BOM Item Code,Код товару BOM,
BOM Level,ДОБРИ рівень,
BOM No,ДОБРЕ Ні,
BOM No (For Semi-Finished Goods),Номер специфікації (для напівфабрикатів),
BOM No. for a Finished Good Item,Номер специфікації для готової продукції,
BOM Operation,Операція зі специфікацією,
BOM Operations Time,Час операцій зі специфікації,
BOM Qty,ДОБРА кількість,
BOM Rate,Хороша ціна,
BOM Scrap Item,ДОБРИЙ предмет для металобрухту,
BOM Search,Пошук у специфікації товарів,
BOM Stock Calculated,Розрахований запас BOM,
BOM Stock Report,Звіт про запаси BOM,
BOM Tree,Дерево специфікації,
BOM UOM,ХОРОША ЛЮДИНА,
BOM Update Batch,Пакет оновлення специфікації товарів,
BOM Update Initiated,Оновлення специфікації матеріалів розпочато,
BOM Update Log,Журнал оновлення специфікації товару (BOM),
BOM Update Tool,Інструмент оновлення специфікації матеріалів (BOM),
BOM Update Tool Log with job status maintained,Журнал інструменту оновлення специфікації матеріалів зі збереженням статусу завдання,
BOM Updation already in progress. Please wait until {0} is complete.,"Оновлення специфікації товару вже триває. Будь ласка, зачекайте, поки {0} завершиться.",
BOM Updation is queued and may take a few minutes. Check {0} for progress.,Оновлення специфікації товару поставлено в чергу та може тривати кілька хвилин. Перевірте перебіг виконання {0}.,
BOM Variance Report,Звіт про відхилення BOM,
BOM Website Item,Елемент веб-сайту BOM,
BOM Website Operation,Робота веб-сайту BOM,
BOM and Finished Good Quantity is mandatory for Disassembly,Специфікація продукції та кількість готової продукції є обов’язковими для розбирання,
BOM and Manufacturing Quantity are required,Специфікація продукції та обсяг виробництва обов’язкові,
BOM and Production,Специфікація та виробництво,
BOM does not contain any stock item,Специфікація не містить жодної складської позиції,
BOM recursion: {0} cannot be child of {1},Рекурсія BOM: {0} не може бути дочірнім елементом {1},
BOM recursion: {0} cannot be parent or child of {1},Рекурсія BOM: {0} не може бути батьком чи дитиною {1},
BOM recursion: {1} cannot be parent or child of {0},Рекурсія BOM: {1} не може бути батьківським або дочірнім елементом для {0},
BOM {0} does not belong to Item {1},Специфікація {0} не належить до елемента {1},
BOM {0} must be active,Специфікація {0} має бути активною,
BOM {0} must be submitted,Необхідно надіслати специфікацію {0},
BOM {0} not found for the item {1},Специфікацію {0} не знайдено для елемента {1},
BOMs Updated,Оновлені специфікації,
BOMs created successfully,Специфікації створено успішно,
BOMs creation failed,Не вдалося створити BOM,
"BOMs creation has been enqueued, kindly check the status after some time","Створення специфікацій поставлено в чергу, будь ласка, перевірте статус через деякий час.",
BP: ,АТ:,
Back to,Повертатися до,
Back to Course,Повернутися до курсу,
Back to Desk,Повернутися до столу,
Back to Home,Повернутися на батьківщину,
Back to Login,Повернутися до входу,
Back to Messages,Повернутися до Повідомлень,
Backdated Stock Entry,Запис на акцію заднім числом,
Backflush Materials From WIP Warehouse,Матеріали зворотного промивання зі складу незавершеного виробництва,
Backflush Raw Materials,Сировина для зворотного промивання,
Backflush Raw Materials Based On,Сировина для зворотного промивання на основі,
Backflush Raw Materials From Work-in-Progress Warehouse,Зворотне промивання сировини зі складу незавершеного виробництва,
Backflush Raw Materials of Subcontract Based On,Зворотне промивання сировини субпідряду на основі,
Background Color,Колір фону,
Background Email Queue,Фон E-mail черзі,
Background Jobs,фонові завдання,
Background Workers,фонові Робочі,
Backing up to Google Drive.,Резервне копіювання на Диск Google.,
Backup,резервна копія,
Backup Details,Деталі резервного копіювання,
Backup Files,Резервні файли,
Backup Folder ID,Ідентифікатор резервної папки,
Backup Folder Name,Ім&#39;я папки резервного копіювання,
Backup Frequency,Резервне копіювання частоти,
Backup Limit,Резервний ліміт,
Backup job is already queued. You will receive an email with the download link,Резервна робота вже в черзі. Ви отримаєте електронний лист із посиланням на завантаження,
Backup public and private files along with the database.,Резервне копіювання загальнодоступних та приватних файлів разом із базою даних.,
Backups,Резервні копії,
Balance,Баланс,
Balance (Dr - Cr),Баланс (Dr - Cr),
Balance ({0}),Баланс ({0}),
Balance Details,Деталі балансу,
Balance In Account Currency,Баланс у валюті рахунку,
Balance In Base Currency,Баланс у базовій валюті,
Balance Qty,Кількість залишку,
Balance Qty (Stock),Залишок Кількість (Запас),
Balance Serial No,Серійний номер балансу,
Balance Sheet,Баланс,
Balance Sheet Closing Balance,Кінцевий баланс балансу,
Balance Sheet Summary,Зведений баланс,
Balance Stock Qty,Кількість на складі,
Balance Stock Value,Вартість балансових запасів,
Balance Type,Тип балансу,
Balance Value,Значення балансу,
Balance for Account {0} must always be {1},Баланс рахунку {0} завжди має становити {1},
Balance must be,Баланс має бути,
Bank,Банк,
Bank / Cash Account,Банківський / Грошовий рахунок,
Bank A/C No.,Номер банківського рахунку,
Bank Account,Банківський рахунок,
Bank Account Details,Реквізити банківського рахунку,
Bank Account Info,Інформація про банківський рахунок,
Bank Account No,Номер банківського рахунку,
Bank Account No.,№ банківського рахунку,
Bank Account Subtype,Підтип банківського рахунку,
Bank Account Type,Тип банківського рахунку,
Bank Account {} in Bank Transaction {} is not matching with Bank Account {},Банківський рахунок {} у банківській транзакції {} не збігається з банківським рахунком {},
Bank Accounts,Банківські рахунки,
Bank Balance,Банківський баланс,
Bank Charges,Банківські комісії,
Bank Charges Account,Рахунок банківських комісій,
Bank Clearance,Банківське оформлення,
Bank Clearance Detail,Деталі банківського клірингу,
Bank Clearance Summary,Зведення банківського клірингу,
Bank Credit Balance,Кредитний баланс банку,
Bank Data,Банківські дані,
Bank Data mapper doesn't exist,Картографічних даних банків не існує,
Bank Details,Банківські реквізити,
Bank Draft,Банківський переказ,
Bank Entry,Вхід до банку,
Bank Guarantee,Банківська гарантія,
Bank Guarantee Number,Номер банківської гарантії,
Bank Guarantee Type,Тип банківської гарантії,
Bank Header,Заголовок банку,
Bank Name,Назва банку,
Bank Overdraft Account,Банківський овердрафтний рахунок,
Bank Reconciliation,Банківське звірення,
Bank Reconciliation Detail,Деталі банківської виписки,
Bank Reconciliation Statement,Виписка про звірку банківських рахунків,
Bank Reconciliation Tool,Інструмент звірки банківських рахунків,
Bank Statement,Банківська виписка,
Bank Statement Import,Імпорт виписок з банківського рахунку,
Bank Statement Settings,Налаштування банківського рахунку,
Bank Statement Settings Item,Параметри банківського звіту,
Bank Statement Transaction Entry,Банківська виписка транзакції,
Bank Statement Transaction Invoice Item,Банківська виписка Звіт про транзакцію,
Bank Statement Transaction Payment Item,Банківська виписка Об&#39;єкт оплати транзакції,
Bank Statement Transaction Settings Item,Банківська виписка &quot;Параметри транзакції&quot;,
Bank Statement balance as per General Ledger,Баланс банківської виписки згідно з Головною книгою,
Bank Transaction,Банківська транзакція,
Bank Transaction Entries,Записи банківських транзакцій,
Bank Transaction Mapping,Відображення банківських транзакцій,
Bank Transaction Payments,"Банківські транзакції, платежі",
Bank Transaction {0} Matched,Банківська транзакція {0} зіставлена,
Bank Transaction {0} added as Journal Entry,Банківська транзакція {0} додана як запис у журналі,
Bank Transaction {0} added as Payment Entry,Банківська транзакція {0} додана як платіжний запис,
Bank Transaction {0} is already fully reconciled,Банківська транзакція {0} вже повністю узгоджена,
Bank Transaction {0} updated,Банківську транзакцію {0} оновлено,
Bank account '{0}' has been synchronized,Банківський рахунок &quot;{0}&quot; синхронізовано,
Bank account cannot be named as {0},Банківський рахунок не можна назвати {0},
Bank account {0} already exists and could not be created again,Банківський рахунок {0} вже існує та не може бути створений знову,
Bank accounts added,Банківські рахунки додано,
Bank transaction creation error,Помилка створення банківської транзакції,
Bank/Cash Account,Банківський/готівковий рахунок,
Bank/Cash Account {0} doesn't belong to company {1},Банківський/готівковий рахунок {0} не належить компанії {1},
Bank/Cash transactions against party or for internal transfer,Банк / Касові операції проти партії або для внутрішньої передачі,
Banker's Rounding,Банківське округлення,
Banking,Банківська справа,
Banking and Payments,Банкінг та платежі,
Banner,Банер,
Banner HTML,Банер HTML,
Banner Image,Банерне зображення,
Banner is above the Top Menu Bar.,Банер вище верхнього рядка меню.,
Bar,Стовпчаста,
Barcode,Штрих-код,
Barcode Type,Тип штрих-коду,
Barcode {0} already used in Item {1},Штрих-код {0} вже використовується в товарі {1},
Barcode {0} is not a valid {1} code,Штрих-код {0} не є дійсним кодом {1},
Barcodes,Штрих-коди,
Barleycorn,Ячмінь,
Barnch,Барнч,
Barrel (Oil),Барель (нафта),
Barrel(Beer),Бочка (пиво),
Base Amount,Базова сума,
Base Amount (Company Currency),Базова сума (валюта компанії),
Base Change Amount (Company Currency),Базова сума зміни (валюта компанії),
Base Cost Per Unit,Базова вартість за одиницю,
Base Distinguished Name (DN),Підстава различающееся ім&#39;я (DN),
Base Hour Rate(Company Currency),Базова погодинна ставка (валюта компанії),
Base Rate,Базова ставка,
Base Tax Withheld,"Базовий податок, що утримується",
Base Taxable Amount,Базова оподатковувана сума,
Base Total Billable Amount,Базова загальна сума до оплати,
Base Total Billed Amount,Базова загальна сума до рахунка,
Base Total Costing Amount,Базова загальна сума калькуляції витрат,
Base URL,Базова URL-адреса,
Based On,На основі,
Based On Data ( in years ),На основі даних (у роках),
Based On Document,На основі документа,
Based On Payment Terms,На основі умов оплати,
Based On Price List,На основі прайс-листа,
Based On Value,На основі цінності,
Based on Field,На основі поля,
Based on Permissions For User,На основі дозволів для користувача,
"Based on your HR Policy, select your leave allocation period's end date","Виходячи з вашої кадрової політики, виберіть дату закінчення періоду відпустки",
"Based on your HR Policy, select your leave allocation period's start date","Виходячи з вашої кадрової політики, виберіть дату початку періоду відпустки",
Basic,Базова,
Basic Amount,Базова сума,
Basic Amount (Company Currency),Базова сума (валюта компанії),
Basic Component,Базовий компонент,
Basic Details,Основні деталі,
Basic Info,Основна інформація,
Basic Rate,Базова ціна,
Basic Rate (Company Currency),Базова ставка (валюта компанії),
Basic Rate (as per Stock UOM),Базова ставка (згідно з одиницями виміру запасів),
Batch,Пакет,
Batch Description,Опис партії,
Batch Details,Деталі партії,
Batch Entries,Пакетні записи,
Batch Expiry Date,Термін придатності партії,
Batch ID,Ідентифікатор партії,
Batch ID is mandatory,Ідентифікатор партії обов’язковий,
Batch Identification,Ідентифікація партії,
Batch Inventory,"Інвентар, що обліковується партіями",
Batch Item Expiry Status,Статус закінчення терміну дії елемента партії,
Batch Name,пакетна Ім&#39;я,
Batch No,Номер партії,
Batch No is mandatory,Номер партії обов’язковий,
Batch No {0} does not exists,Партія № {0} не існує,
Batch No {0} is linked with Item {1} which has serial no. Please scan serial no instead.,"Партія № {0} пов’язана з товаром {1}, який має серійний номер. Будь ласка, відскануйте серійний номер.",
"Batch No {0} is not present in the original {1} {2}, hence you can't return it against the {1} {2}","Партія № {0} відсутня в оригінальному {1} {2}, тому ви не можете повернути її за {1} {2}",
Batch No.,Номер партії,
Batch Nos,Номери партій,
Batch Nos are created successfully,Номери партій успішно створено,
Batch Not Available for Return,Партія недоступна для повернення,
Batch Number Series,Серія номерів партій,
Batch Qty,Кількість партії,
Batch Qty updated successfully,Кількість партії успішно оновлено,
Batch Qty updated to {0},Кількість партії оновлено до {0},
Batch Quantity,Кількість партії,
Batch Size,Розмір партії,
Batch UOM,Пакетна одиниця виміру,
Batch and Serial No,Партія та серійний номер,
Batch no is required for batched item {0},Пакетна партія не потрібна для пакетного товару {0},
Batch not created for item {} since it does not have a batch series.,"Пакет не створено для елемента {}, оскільки він не має серії пакетів.",
Batch number is mandatory for Item {0},Номер партії є обов'язковим для позиції {0},
Batch {0} already selected.,Пакет {0} уже вибрано.,
Batch {0} and Warehouse,Партія {0} та склад,
Batch {0} is not available in warehouse {1},Партія {0} недоступна на складі {1},
Batch {0} of Item {1} has expired.,Термін дії партії {0} товару {1} закінчився.,
Batch {0} of Item {1} is disabled.,Пакет {0} елемента {1} вимкнено.,
Batch-Wise Balance History,Історія пакетного балансування,
Batch: ,Пакет:,
Batches,порції,
Batchwise Valuation,Пакетна оцінка,
Become a Seller,Стати Продавцем,
Before Cancel,Перед скасуванням,
Before Delete,Перед видаленням,
Before Insert,Перед вставкою,
Before Save,Перед збереженням,
