"Rozetka Delivery sender profile belongs to a different company","Профіль відправника Rozetka Delivery належить іншій компанії",""
"Rozetka Delivery sender profile not found or inactive: {0}","Профіль відправника Rozetka Delivery не знайдено або він неактивний: {0}",""
"Rozetka Delivery sender profile requires first and last name","Для профілю відправника Rozetka Delivery потрібні ім’я та прізвище",""
"Rozetka Delivery shipments from Sales Invoice require UAH currency","Для відправлень Rozetka Delivery із рахунку-фактури продажу потрібна валюта UAH",""
"SFTP endpoint requires a password or SSH private key","Для кінцевої точки SFTP потрібен пароль або приватний ключ SSH",""
"SMS template must contain {code} and {minutes}","Шаблон SMS має містити {code} і {minutes}",""
"SMS text exceeds the configured maximum length ({0})","Текст SMS перевищує налаштовану максимальну довжину ({0})",""
"SSH Private Key","Приватний ключ SSH",""
"Sales Invoice already has Nova Poshta TTN {0}","Рахунок-фактура продажу вже має ТТН Нової пошти {0}",""
"Sales Invoice already has Rozetka Delivery track {0}","Рахунок-фактура продажу вже має відправлення Rozetka Delivery {0}",""
"Sales Invoice already has Ukrposhta barcode {0}","Рахунок-фактура продажу вже має штрихкод Укрпошти {0}",""
"Sales Invoice has no positive outstanding amount","Рахунок-фактура продажу не має додатного несплаченого залишку",""
"Sales Invoice is required","Потрібен рахунок-фактура продажу",""
"Sales Invoice must be submitted","Рахунок-фактуру продажу потрібно провести",""
"Scheduler","Планувальник",""
"Scheduler Status","Стан планувальника",""
"Secret key for VitalPBX -> ERP webhook auth","Секретний ключ авторизації webhook VitalPBX → ERP",""
"Select a Telegram Bot Profile","Виберіть профіль Telegram-бота",""
"Selected Telegram Bot Profile has no token","У вибраному профілі Telegram-бота немає токена",""
"Selected Telegram Bot Profile is disabled","Вибраний профіль Telegram-бота вимкнено",""
"Sender Branches","Відділення відправника",""
"Sender Phone","Телефон відправника",""
"Sender Ref","Ідентифікатор відправника",""
"Sender branch does not belong to the selected Nova Poshta profile","Відділення відправника не належить вибраному профілю Нової пошти",""
"Sender is not configured or inactive","Відправника не налаштовано або він неактивний",""
"Sender phone must be a valid Ukrainian number","Телефон відправника має бути коректним українським номером",""
"Senders","Відправники",""
"Server URL","URL-адреса сервера",""
"Settlement Ref","Ідентифікатор населеного пункту",""
"Size (MB)","Розмір (МБ)",""
"SocketIO Ping Check","Перевірка зв’язку SocketIO",""
"SocketIO Transport Mode","Режим передавання SocketIO",""
"Static API Token","Статичний токен API",""
"Static bearer token created in the Rozetka Delivery partner account.","Статичний bearer-токен, створений у кабінеті партнера Rozetka Delivery.",""
"Status Mapping","Зіставлення статусів",""
"Stock reservation requires a Sales Order action","Для резервування залишку потрібна дія із замовленням на продаж",""
"Storage Usage (MB)","Використання сховища (МБ)",""
"Storage Usage By Table","Використання сховища за таблицями",""
"Store Name","Назва магазину",""
"Store URL","URL-адреса магазину",""
"Street","Вулиця",""
"Sync Catalog Now","Синхронізувати каталог зараз",""
"Sync Customers Now","Синхронізувати покупців зараз",""
"Sync Logs","Журнали синхронізації",""
"Sync Order Statuses Now","Синхронізувати статуси замовлень зараз",""
"Sync Orders Now","Синхронізувати замовлення зараз",""
"Sync Prices and Stock Now","Синхронізувати ціни й залишки зараз",""
"Sync Status","Статус синхронізації",""
"Synchronization Entities","Сутності синхронізації",""
"Synchronization Matrix","Матриця синхронізації",""
"Synchronization Routes","Маршрути синхронізації",""
"Synchronization State","Стан синхронізації",""
"Synchronization entities must be unique within an ocStore instance","Сутності синхронізації мають бути унікальними в межах екземпляра ocStore",""
"Synchronization interval must be between 1 and 43200 minutes","Інтервал синхронізації має бути в межах від 1 до 43200 хвилин",""
"Synchronizing ecommerce channel","Синхронізація каналу електронної комерції",""
"System Health","Стан системи",""
"System Health Report","Звіт про стан системи",""
"System Health Report Errors","Помилки звіту про стан системи",""
"System Health Report Failing Jobs","Проблемні завдання звіту про стан системи",""
"System Health Report Queue","Черги звіту про стан системи",""
"System Health Report Tables","Таблиці звіту про стан системи",""
"System Health Report Workers","Обробники звіту про стан системи",""
"TTN Ref is invalid","Некоректний ідентифікатор ТТН",""
"TTN is required","Потрібна ТТН",""
"Telegram Bot Profile","Профіль Telegram-бота",""
"Telegram User ID","Ідентифікатор користувача Telegram",""
"Telegram bot","Telegram-бот",""
"Telegram bot token is required","Потрібен токен Telegram-бота",""
"Telegram bot username is required","Потрібне ім’я користувача Telegram-бота",""
"Telegram webhook secret is required","Потрібен секрет webhook Telegram",""
"Tenant","Орендар",""
"Terminal Prefix Allowlist","Дозволені префікси терміналів",""
"Test API","Перевірити API",""
"Test Connection","Перевірити з’єднання",""
"Test FTP Connections","Перевірити FTP-з’єднання",""
"Test Job ID","Ідентифікатор тестового завдання",""
"The LiqPay profile company does not match the Sales Invoice company","Компанія профілю LiqPay не відповідає компанії рахунку-фактури продажу",""
"The TTN does not belong to the current user","ТТН не належить поточному користувачу",""
"The TTN does not belong to this operation","ТТН не належить цій операції",""
"The checkout operation already has status {0}; use a new idempotency key only for a new payment attempt","Операція оплати вже має статус {0}; використовуйте новий ключ ідемпотентності лише для нової спроби оплати",""
"The default Nova Poshta profile must be active","Типовий профіль Нової пошти має бути активним",""
"The default Rozetka Delivery profile must be active","Типовий профіль Rozetka Delivery має бути активним",""
"The default Ukrposhta profile must be active","Типовий профіль Укрпошти має бути активним",""
"The label operation is not valid","Операція отримання етикетки некоректна",""
"The selected Rozetka Delivery profile has no API token","Вибраний профіль Rozetka Delivery не має токена API",""
"The sender profile does not belong to this operation","Профіль відправника не належить цій операції",""
"The sender profile does not match the Sales Invoice","Профіль відправника не відповідає рахунку-фактурі продажу",""
"Top Errors","Найчастіші помилки",""
"Total Background Workers","Загальна кількість фонових обробників",""
"Total Errors (last 1 day)","Усього помилок (за останню добу)",""
"Total Outgoing Emails","Усього вихідних листів",""
"Total Users","Усього користувачів",""
"Track does not match the operation","Відправлення не відповідає операції",""
"Track is not linked to an authorized invoice","Відправлення не пов’язано з дозволеним рахунком-фактурою",""
"Tracking Token","Токен відстеження",""
"Transform","Перетворення",""
"TurboSMS Log","Журнал TurboSMS",""
"TurboSMS Sender","Відправник TurboSMS",""
"TurboSMS Sender Row","Відправник TurboSMS",""
"TurboSMS Settings","Налаштування TurboSMS",""
"TurboSMS integration is disabled","Інтеграцію TurboSMS вимкнено",""
"TurboSMS rejected the message: {0}","TurboSMS відхилила повідомлення: {0}",""
"TurboSMS returned an ambiguous response; reconcile before retrying","TurboSMS повернула неоднозначну відповідь; виконайте звірку перед повторною спробою",""
"TurboSMS returned an invalid response","TurboSMS повернула некоректну відповідь",""
"TurboSMS sender names must be unique","Імена відправників TurboSMS мають бути унікальними",""
"UA Integration Operation","Операція української інтеграції",""
"UP Sender Profile","Профіль відправника Укрпошти",""
"Ukraine Services","Українські сервіси",""
"Ukrainian Integrations","Українські інтеграції",""
"Ukrposhta","Укрпошта",""
"Ukrposhta Sender Profiles","Профілі відправника Укрпошти",""
"Ukrposhta barcode must contain 6-40 letters or digits","Штрихкод Укрпошти має містити від 6 до 40 літер або цифр",""
"Ukrposhta client phone must be a valid Ukrainian number","Телефон клієнта Укрпошти має бути коректним українським номером",""
"Ukrposhta client type must be INDIVIDUAL or COMPANY","Тип клієнта Укрпошти має бути INDIVIDUAL або COMPANY",""
"Ukrposhta postcode must contain exactly five digits","Індекс Укрпошти має містити рівно п’ять цифр",""
"Ukrposhta postcodes must contain exactly five digits","Індекси Укрпошти мають містити рівно п’ять цифр",""
"Ukrposhta sender profile not found or inactive: {0}","Профіль відправника Укрпошти не знайдено або він неактивний: {0}",""
"Unhandled Emails","Необроблені листи",""
"Unique Key","Унікальний ключ",""
"Unsupported ecommerce ERP action","Непідтримувана дія електронної комерції в ERP",""
"Unsupported ecommerce file transform","Непідтримуване перетворення файла електронної комерції",""
"Unsupported ecommerce sync entity","Непідтримувана сутність синхронізації електронної комерції",""
"Unsupported ecommerce synchronization method","Непідтримуваний метод синхронізації електронної комерції",""
"Update Status","Оновити статус",""
"Utilization","Завантаження",""
"Variant SKU","Артикул варіанта",""
"VitalPBX Call Log","Журнал дзвінків VitalPBX",""
"VitalPBX Settings","Налаштування VitalPBX",""
"VitalPBX did not provide explicit call acceptance","VitalPBX не підтвердила прийняття виклику",""
"VitalPBX integration is disabled","Інтеграцію VitalPBX вимкнено",""
"VitalPBX rejected the call request","VitalPBX відхилила запит на дзвінок",""
"VitalPBX returned an ambiguous response","VitalPBX повернула неоднозначну відповідь",""
"Warehouse Mapping","Зіставлення складів",""
"Warehouse Ref","Ідентифікатор відділення",""
"Warehouse {0} belongs to another company","Склад {0} належить іншій компанії",""
"Warehouses must be unique within an ocStore instance","Склади мають бути унікальними в межах екземпляра ocStore",""
"Webhook Key","Ключ webhook",""
"Webhook secret","Секрет webhook",""
"Websocket","WebSocket",""
"Workspaces","Робочі простори",""
"You do not have permission to access this operation","У вас немає доступу до цієї операції",""
"You may only call from your assigned VitalPBX extension","Ви можете телефонувати лише зі свого призначеного внутрішнього номера VitalPBX",""
"account is required","Потрібен рахунок",""
"account_id is required","Потрібен account_id",""
"answered","відповіли",""
"completed","завершено",""
"custom-method-path","зареєстрований метод",""
"eCom Token","Токен eCom",""
"en","англійська",""
"error","помилка",""
"failed","невдало",""
"finished","завершено",""
"html_strip","видалити HTML",""
"idempotency_key is required","Потрібен idempotency_key",""
"idempotency_key is required for standalone TTN creation","Для окремого створення ТТН потрібен idempotency_key",""
"idempotency_key is required for standalone shipment creation","Для окремого створення відправлення потрібен idempotency_key",""
"in","вхідний",""
"inbound","вхідний",""
"missed","пропущено",""
"none","без перетворення",""
"number_2dp","число з двома десятковими знаками",""
"ocStore Price List currency must match the channel currency","Валюта прайс-листа ocStore має збігатися з валютою каналу",""
"ocStore Price List does not exist","Прайс-лист ocStore не існує",""
"ocStore does not support the {0} synchronization entity","ocStore не підтримує сутність синхронізації {0}",""
"ocStore export is not configured","Експорт ocStore не налаштовано",""
"ocStore order import is not configured","Імпорт замовлень ocStore не налаштовано",""
"ocStore requires an enabled selling Price List","Для ocStore потрібен активний прайс-лист продажу",""
"ocStore supports File synchronization only","ocStore підтримує лише файлову синхронізацію",""
"out","вихідний",""
"outbound","вихідний",""
"profile is required","Потрібен профіль",""
"queued","у черзі",""
"reconciled","звірено",""
"ringing","виклик",""
"ru","російська",""
"started","розпочато",""
"succeeded","успішно",""
"uk","українська",""
"unknown","невідомо",""
"verified","підтверджено",""
"{0} host is not allowlisted. Configure {1} in site_config.json","Хост {0} не входить до списку дозволених. Налаштуйте {1} у site_config.json",""
"{0} is invalid","Некоректне значення {0}",""
"{0} must be a valid UUID","{0} має бути коректним UUID",""
"{0} must be a valid Ukrainian phone number","{0} має бути коректним українським номером телефону",""
"{0} must be a valid hostname without credentials or a port","{0} має бути коректним ім’ям хоста без облікових даних і порту",""
"{0} must be a valid {1} URL without embedded credentials","{0} має бути коректною URL-адресою {1} без вбудованих облікових даних",""
"{0} must be an object","{0} має бути об’єктом",""
"{0} must be between {1} and {2}","{0} має бути в діапазоні від {1} до {2}",""
"{0} must be numeric","{0} має бути числом",""
"{0} must be valid JSON","{0} має бути коректним JSON",""
"{0} must contain only letters, digits, dot, dash or underscore","{0} має містити лише літери, цифри, крапку, дефіс або підкреслення",""
"{0}: only one enabled default profile is allowed","{0}: дозволено лише один увімкнений типовий профіль",""
"{0}: profile labels must be unique","{0}: підписи профілів мають бути унікальними",""
"Apply","Застосувати",""
"Are you sure?","Ви впевнені?",""
"Background Workers","Фонові обробники",""
"Example: {{ subject }}","Приклад: {{ subject }}",""
